scientific_name,erd_group,target_acc
Klebsiella pneumoniae,PDS000013916.2,PDT000217894.1
Klebsiella pneumoniae,PDS000044310.6,PDT002391483.1
Klebsiella pneumoniae,PDS000055624.7,PDT000662867.1
Klebsiella pneumoniae,PDS000056640.1,PDT000683333.1
Klebsiella pneumoniae,PDS000061227.3,PDT000724099.1
Klebsiella pneumoniae,PDS000065404.6,PDT000785646.1
Klebsiella pneumoniae,PDS000080305.3,PDT000949475.1
Klebsiella pneumoniae,PDS000113652.1,PDT001357575.1
Klebsiella pneumoniae,PDS000115104.3,PDT001396988.1
Klebsiella pneumoniae,PDS000136743.8,PDT001618127.1
Klebsiella pneumoniae,PDS000158163.1,PDT001878381.1
Klebsiella pneumoniae,PDS000188993.2,PDT000674973.1
Klebsiella pneumoniae,PDS000199415.1,PDT001769424.1
Klebsiella pneumoniae,PDS000199424.1,PDT001594126.1
Klebsiella pneumoniae,PDS000199425.1,PDT001201698.1
Klebsiella pneumoniae,PDS000020092.11,PDT000747196.1
Klebsiella pneumoniae,PDS000041726.21,PDT000876223.1
Klebsiella pneumoniae,PDS000045135.24,PDT001363427.1
Klebsiella pneumoniae,PDS000045324.13,PDT000427835.1
Klebsiella pneumoniae,PDS000045585.46,PDT000068026.1
Klebsiella pneumoniae,PDS000060581.59,PDT000715732.1
Klebsiella pneumoniae,PDS000060651.17,PDT002343425.1
Klebsiella pneumoniae,PDS000077015.33,PDT001471789.1
Klebsiella pneumoniae,PDS000079475.10,PDT001095268.1
Klebsiella pneumoniae,PDS000085578.59,PDT001949313.2
Klebsiella pneumoniae,PDS000090167.11,PDT001949321.1
Klebsiella pneumoniae,PDS000129327.26,PDT002070332.1
Klebsiella pneumoniae,PDS000156049.10,PDT001769431.1
Klebsiella pneumoniae,PDS000180178.17,PDT001958665.1
Klebsiella pneumoniae,PDS000188395.18,PDT000890524.2
Klebsiella pneumoniae,PDS000188947.11,PDT001864056.1
Klebsiella pneumoniae,PDS000006578.114,PDT001373364.1
Klebsiella pneumoniae,PDS000091501.144,PDT000946956.1
Klebsiella pneumoniae,PDS000040352.16,PDT000632608.1
Klebsiella pneumoniae,PDS000199422.1,PDT002391365.1
Klebsiella pneumoniae,PDS000199429.1,PDT002391346.1
Klebsiella pneumoniae,PDS000129112.10,PDT002373138.1
Klebsiella pneumoniae,PDS000129321.7,PDT002391370.1
Klebsiella pneumoniae,PDS000106183.28,PDT001191567.2
Klebsiella pneumoniae,PDS000188904.2,PDT001025254.1
Klebsiella pneumoniae,PDS000199417.1,PDT002391417.1
Klebsiella pneumoniae,PDS000100083.5,PDT001193101.1
Klebsiella pneumoniae,PDS000085592.10,PDT001469194.1
Klebsiella pneumoniae,PDS000199419.1,PDT002391500.1
Klebsiella pneumoniae,PDS000199420.1,PDT002391467.1
Klebsiella pneumoniae,PDS000199428.1,PDT000675275.1
Klebsiella pneumoniae,PDS000157718.2,PDT001873361.1
Klebsiella pneumoniae,PDS000063562.1,PDT000645456.2
Klebsiella pneumoniae,PDS000080190.4,PDT000947383.1
Klebsiella pneumoniae,PDS000114071.2,PDT001365686.1
Klebsiella pneumoniae,PDS000199416.1,PDT002165241.1
Klebsiella pneumoniae,PDS000106614.5,PDT002391390.1
Klebsiella pneumoniae,PDS000053778.4,PDT000633092.1
Klebsiella pneumoniae,PDS000046910.82,PDT000442235.1
Klebsiella pneumoniae,PDS000106697.6,PDT001289667.1
Klebsiella pneumoniae,PDS000198390.2,PDT002376949.1
